N,pe_human_pred,pe_mouse_pred,pe_human_fit,pe_mouse_fit,C_human_pred,C_mouse_pred,C_human_fit,C_mouse_fit
5.448296593186372,0.41045756601827965,0.562824763733879,0.4615013213637935,0.5725906914756671,0.023259891685715295,0.011418650498246974,0.004280811612239699,0.015258166235529336
5.476152304609218,0.4087734767143853,0.5618843494485883,0.4600349974281945,0.5717051164123682,0.024148055015985825,0.011078486122723996,0.004613468937418652,0.014886865779949687
5.5040080160320635,0.40709152583010344,0.5609434903078139,0.45856936501831996,0.5708190817900997,0.02505198880777393,0.010743347469285958,0.004958448133891569,0.014519996969196258
5.531863727454909,0.40541175000081076,0.560002192869259,0.4571044491501383,0.5699325930533883,0.025971630035471538,0.010413241742338597,0.005315731324799788,0.014157566826189405
5.559719438877755,0.4037341856618508,0.559060463703141,0.4556402747902192,0.5690456556582892,0.026906914680788985,0.010088176042156727,0.005685300006777583,0.013799582293255286
5.587575150300601,0.40205886904558846,0.5581183093920117,0.4541768668540513,0.5681582750722565,0.027857777742465784,0.009768157364546282,0.006067135052073125,0.013446050231833873
5.615430861723446,0.4003858361785033,0.5571757365305776,0.4527142502043665,0.567270456774012,0.028824153246106876,0.00945319260051336,0.006461216710739404,0.013096977422189737
5.643286573146292,0.3987151228783221,0.55623275172552,0.45125244964947225,0.5663822062534157,0.029805974254141554,0.009143288535935712,0.006867524612894971,0.012752370563126059
5.671142284569138,0.39704676475119044,0.5552893615953133,0.4497914899415917,0.5654935290113332,0.030803172875903617,0.008838451851240992,0.007286037771052856,0.012412236271701182
5.698997995991983,0.3953807971888855,0.5543455727700433,0.44833139577521225,0.5646044305595038,0.031815680277826885,0.008538689121088572,0.007716734582517537,0.012076581082950066
5.726853707414829,0.3937172553660684,0.5534013918912246,0.44687219178544163,0.563714916420408,0.032843426693759614,0.008244006814057014,0.008159592831850304,0.011745411449606724
5.754709418837675,0.3920561742375775,0.5524568256116176,0.44541390254637353,0.5628249921271343,0.033886341435386935,0.007954411292335095,0.008614589693402008,0.011418733741831888
5.7825651302605205,0.3903975885357639,0.5515118805950439,0.4439565525694618,0.5619346632232449,0.03494435290276665,0.007669908811418935,0.009081701733910319,0.011096554246942558
5.810420841683366,0.3887415327678668,0.5505665635162021,0.4425001663019039,0.5610439352626418,0.03601738859496928,0.007390505519813573,0.009560904915167479,0.010778879169145994
5.838276553106212,0.38708804121343254,0.549620881060483,0.44104476812503207,0.5601528138094314,0.03710537512082457,0.007116207458739421,0.010052174596749897,0.010465714629275702
5.866132264529058,0.385437147921775,0.5486748399237825,0.43959038235271714,0.5592613044377894,0.0382082382097666,0.0068470205618428315,0.01055548553881458,0.010157066664532088
5.893987975951903,0.3837888867094787,0.547728446812316,0.43813703322977865,0.5583694127318245,0.03932590272278036,0.006582950654913433,0.011070811904959732,0.009852941228225776
5.921843687374749,0.38214329115794543,0.5467817084424308,0.4366847449304074,0.5574771442854416,0.04045829266344336,0.006324003455604688,0.011598127265149749,0.009553344189523916
5.949699398797595,0.38050039461098306,0.5458346315404183,0.4352335415565966,0.5565845047022053,0.041605331189058514,0.006070184573160553,0.012137404598703716,0.009258281333201168
5.9775551102204405,0.37886023017243925,0.5448872228423257,0.4337834471365844,0.5556914995952016,0.04276694062187991,0.005821499508146477,0.012688616297345412,0.00896775835939212
6.005410821643286,0.37722283070387774,0.5439394890937668,0.4323344856233062,0.5547981345869001,0.043943042460424575,0.00557795365218583,0.013251734168317597,0.008681780883349588
6.033266533066132,0.3755882288222996,0.5429914370497325,0.4308866808928587,0.553904415309015,0.04513355739086844,0.005339552287700999,0.013826729437556473,0.008400354435203816
6.061122244488978,0.3739564568979079,0.542043073474401,0.42944005674297336,0.553010347402367,0.04633840529852595,0.005106300587660373,0.014413572752926651,0.008123484459727437
6.088977955911823,0.3723275470519183,0.541094405140946,0.42799463689150274,0.5521159365167416,0.047557505279406276,0.004878203615329646,0.01501223418751918,0.007851176316101993
6.116833667334669,0.37070153115441273,0.5401454388313466,0.42655044497491706,0.5512211883107511,0.04879077565184731,0.00465526632402824,0.015622683243005087,0.007583435277689787
6.144689378757515,0.36907844082223945,0.539196181336195,0.4251075045468127,0.5503261084516924,0.050038133968221765,0.004437493556891492,0.016244888853051864,0.0073202665318067295
6.1725450901803605,0.36745830741695773,0.5382466394545039,0.42366583907643257,0.5494307026154072,0.051299497026714436,0.004224890046637508,0.016878819386795918,0.007061675179502291
6.200400801603206,0.36584116204282785,0.537296819993514,0.4222254719471982,0.5485349764861389,0.05257478088316647,0.004017460415339569,0.01752444265237285,0.006807666235339349
6.228256513026052,0.36422703554484676,0.5363467297685004,0.42078642645525416,0.5476389357563921,0.053863900862984204,0.0038152091742029715,0.018181725900506596,0.006558244627179799
6.256112224448898,0.36261595850682943,0.535396375602579,0.4193487258080244,0.5467425861267893,0.055166771573109674,0.0036181407233486507,0.018850635828151052,0.006313415195973615
