gene_symbol,identity_score,fitness_score
NOP10,0.052,2.732
NOP14,-0.4254,2.7332
NOP16,-0.53,3.6638
NOP2,0.0073,3.2884
NOP56,-0.393,4.9579
NOP58,-0.4358,2.8886
NOP9,-0.3966,4.6022
NOS1,0.1641,0.2423
NOS1AP,0.3403,-0.2888
NOS2,-0.4326,-0.5321
NOS3,0.0728,0.1379
NOSIP,-1.0886,0.9687
NOSTRIN,0.2415,-1.9885
NOTCH1,0.0585,-0.4415
NOTCH2,-0.3521,-0.3602
NOTCH3,1.977,-1.2193
NOTCH4,0.6299,-1.043
NOTO,0.0083,-0.0976
NOTUM,0.2973,-0.5564
NOV,0.2787,-1.2305
NOVA1,-0.5312,-0.1041
NOVA2,0.1221,-0.3856
NOX1,1.063,-0.9227
NOX4,1.174,-0.7121
NOXA1,-0.0335,-0.0397
NOXO1,-0.2815,-0.3622
NOXRED1,-0.2691,0.3051
NPAS1,0.119,-0.1277
NPAS2,0.1364,-0.213
NPAS3,-0.6773,-0.0224
NPAS4,-0.0996,-0.0551
NPAT,-0.3555,0.9566
NPB,-0.337,-0.3812
NPBWR1,0.4609,-0.2285
NPC1,-1.8685,0.7435
NPC1L1,-0.4439,0.5881
NPC2,-0.5467,0.0091
NPCD,0.9274,-0.1719
NPDC1,-0.3742,0.8001
NPEPL1,-0.1276,0.2502
NPEPPS,0.8598,-0.8565
NPFF,-0.1306,-0.381
NPFFR1,1.0953,-0.3359
NPFFR2,-0.5845,0.1556
NPHP1,0.2837,-0.2174
NPHP3,0.7324,-1.2343
NPHP4,0.1079,0.1025
NPHS1,0.4363,-0.227
NPHS2,-1.5757,-0.0355
NPL,0.327,0.0479
NPLOC4,0.2184,3.7976
NPM1,-0.1549,1.4099
NPM2,-1.0699,-0.208
NPM3,-0.1314,0.1867
NPNT,0.7559,-0.6394
NPPA,-0.1888,0.1347
NPPB,-0.2022,0.0024
NPPC,-0.1859,0.0049
NPR1,0.6476,-2.0268
NPR2,0.0717,-1.0639
NPR3,2.0303,0.1929
NPRL2,6.5698,-6.0824
NPRL3,6.5707,-6.0936
NPS,0.6299,-0.9308
NPSR1,-0.047,-0.2727
NPTN,0.0373,-0.2196
NPTX1,0.2797,-0.6552
NPTX2,0.0646,-0.4582
NPTXR,0.2942,-0.0298
NPVF,-0.3427,0.1274
NPW,-0.4317,-0.346
NPY,0.8676,-0.5922
NPY1R,-0.5115,0.0689
NPY2R,0.2125,-0.9678
NPY4R,-0.9316,0.1976
NPY5R,0.1597,0.3522
NPY6R,-0.2983,0.146
NQO1,1.4729,-1.357
NQO2,1.1337,-1.875
NR0B1,-0.7418,2.9631
NR0B2,0.2497,-0.4846
NR1D1,0.6679,-0.3245
NR1D2,0.6486,-0.739
NR1H2,-0.323,-0.2948
NR1H3,0.9792,-0.4572
NR1H4,-0.7359,0.1378
NR1H5,0.1549,-0.5294
NR1I2,-0.0376,-0.1271
NR1I3,0.2431,0.5594
NR2C1,-1.4439,0.0825
NR2C2,-2.1867,-0.0439
NR2C2AP,-0.0206,2.0667
NR2E1,-0.4198,0.2388
NR2E3,0.4291,-0.0312
NR2F1,0.414,-0.2029
NR2F2,-0.4965,-0.1052
NR2F6,0.4402,-0.0903
NR3C1,0.0591,0.0734
NR3C2,0.3975,-0.8488
NR4A1,-0.5797,-0.2145
NR4A2,0.5267,-1.6357
NR4A3,-0.5037,-0.7073
NR5A1,0.0647,-0.2469
NR5A2,1.4829,0.1243
NR6A1,0.4481,-0.1819
NRADD,0.1018,0.3777
NRAP,1.3869,-0.4983
NRARP,0.3241,-0.0621
NRAS,-0.2443,-0.0149
NRBF2,-0.1132,-1.4206
NRBP1,-0.9382,0.6014
NRBP2,0.7932,-1.3246
NRCAM,-0.3561,0.0797
NRD1,-0.2766,0.2917
NREP,-0.5916,0.2404
NRF1,0.3839,4.4034
NRG1,-1.1237,0.0865
NRG2,0.1821,-1.1883
NRG3,0.5308,-0.447
NRG4,0.0706,0.3253
NRGN,0.8112,-0.4652
NRIP1,0.6126,-0.3156
NRIP2,0.2647,-1.1963
NRIP3,0.5105,-0.1406
NRK,-0.1186,-0.9871
NRL,-0.1154,-0.1865
NRM,-0.525,0.1296
NRN1,0.2246,-0.9088
NRN1L,0.7909,-0.3933
NRP,0.1634,0.1317
NRP1,-0.251,0.0724
NRP2,-2.2285,0.8039
NRROS,-0.1629,-0.2964
NRSN1,0.3321,-0.5529
NRSN2,-0.0675,-0.0271
NRTN,-0.1726,-1.4149
NRXN1,0.1779,-1.0445
NRXN2,0.6311,-0.1823
NRXN3,-1.2652,-0.2871
NSA2,-0.3577,0.584
NSD1,0.1073,2.3668
NSDHL,-0.7849,-0.6098
NSF,0.0068,4.6517
NSFL1C,0.3954,-0.0188
NSG1,1.8649,-0.5357
NSG2,-1.5562,0.0828
NSL1,-0.1162,3.808
NSMAF,-0.8412,0.0721
NSMCE1,-0.5783,3.7977
NSMCE2,-0.1568,1.9087
NSMCE4A,0.159,2.7587
NSMF,-0.5725,0.2718
NSUN2,0.2373,1.6299
NSUN3,-0.1612,0.9886
NSUN4,0.4981,1.2347
NSUN5,-0.122,1.566
NSUN6,0.3889,-0.4182
NSUN7,-1.5646,0.2077
NT5C,0.3524,-0.2304
NT5C1A,-1.4975,0.1722
NT5C1B,0.2795,-0.5421
NT5C2,0.3726,-0.4357
NT5C3,-0.4652,0.1938
NT5C3B,-0.6389,0.2985
NT5DC1,-0.7597,-0.1939
NT5DC2,0.0049,-0.0764
NT5DC3,-0.5383,0.0061
NT5E,1.0272,-0.6094
NT5M,0.0403,-0.007
NTAN1,1.3341,-0.6138
NTF3,0.4211,-0.6275
NTF5,-0.0437,-0.6196
NTHL1,-0.3788,0.1723
NTM,-0.3993,-0.1923
NTMT1,0.0968,-0.3749
NTN1,-0.0691,-0.6346
NTN3,-1.35,0.2544
NTN4,0.0744,-0.2455
NTN5,-0.3533,-0.0036
NTNG1,-0.118,-0.7807
NTNG2,-0.0758,-0.5529
NTPCR,0.0028,0.7191
NTRK1,0.6172,-0.7731
NTRK2,0.2587,-0.0363
NTRK3,-0.1815,-0.1588
NTS,0.1526,-0.6104
NTSR1,-0.3868,0.0139
NTSR2,-0.0766,0.1075
NUAK1,1.3522,-0.7955
NUAK2,-0.195,-3.1096
NUB1,-2.0599,1.2606
NUBP1,0.0745,4.2547
NUBP2,0.3775,4.2897
NUBPL,0.5271,2.2376
NUCB1,0.8026,-0.1002
NUCB2,0.1284,0.0782
NUCKS1,-0.2228,-0.1929
NUDC,0.625,0.8112
NUDCD1,-0.7032,0.2957
NUDCD2,2.6418,0.3512
NUDCD3,1.4065,2.1635
NUDT1,-0.068,-0.2761
NUDT10,-0.2493,-0.0223
NUDT11,-0.2493,-0.0223
NUDT12,-0.3113,-0.3499
NUDT13,0.1901,0.1086
NUDT14,2.0581,-0.0544
NUDT15,0.1006,0.0571
NUDT16,0.3448,-0.7066
NUDT16L1,0.5741,-0.6049
NUDT17,-0.3602,0.1007
NUDT18,0.2444,-0.3513
NUDT19,-0.3053,0.0854
NUDT2,1.0206,-0.8664
NUDT21,0.0249,4.0697
NUDT22,-0.2051,0.0437
NUDT3,-0.1539,0.5191
NUDT4,-0.341,0.3336
NUDT5,0.2253,-0.147
NUDT6,0.16,-0.0167
NUDT7,0.0637,-0.2224
NUDT8,0.0852,-0.0429
NUDT9,1.1384,0.3969
NUF2,-0.4478,1.9154
NUFIP1,0.8705,0.3136
NUFIP2,1.0447,0.3524
NUGGC,0.386,-2.4748
NUMA1,-0.523,2.2759
NUMB,-0.1246,-0.2438
NUMBL,-0.1173,-0.1891
NUP107,-0.386,2.7676
NUP133,-1.8903,1.2526
NUP153,1.1045,0.6355
NUP155,0.6924,3.289
NUP160,-0.3512,5.0267
NUP188,-5.6532,0.2828
NUP205,-0.816,4.6842
NUP210,0.4222,-0.2558
NUP210L,0.0524,-0.4608
NUP214,-0.7247,0.821
NUP35,-1.5531,0.7792
NUP37,1.0008,-0.0237
NUP43,-1.4689,1.0012
NUP50,-0.7773,0.1918
NUP54,-0.0862,1.8176
NUP62,-0.3066,1.4724
NUP62CL,0.5017,-0.172
NUP85,0.0593,4.9373
NUP88,-0.7537,1.0545
NUP93,-0.0948,4.5495
NUP98,0.073,1.4571
NUPL1,-1.3876,0.4651
NUPL2,-1.8369,3.6347
NUPR1,0.0656,0.0027
NUPR1L,-0.001,0.0058
NUS1,-0.2531,2.4551
NUSAP1,-0.4021,0.3766
NUTF2,-0.1041,0.474
NUTM1,-0.1224,0.4647
NVL,0.0515,2.2068
NWD1,-0.2914,0.6966
NXF1,-0.4255,2.5006
NXF2,-0.5842,-1.3743
NXF3,-0.3548,-1.2968
NXF7,0.4525,-3.7042
NXN,-0.1756,-0.3985
NXNL1,0.2263,-0.7981
NXNL2,0.4825,-1.1628
NXPE2,-0.1057,-0.2266
NXPE3,0.2303,-0.1357
NXPE4,-1.7221,0.0228
NXPE5,-0.5142,0.7231
NXPH1,-1.4323,0.2964
NXPH2,-0.1877,-0.7398
NXPH3,1.3145,-1.2231
NXPH4,0.1228,-0.5361
NXT1,-0.2207,1.7564
NXT2,1.5511,-0.5445
NYAP1,0.0072,-0.0371
NYAP2,0.642,-1.8995
NYNRIN,1.1425,-0.3887
NYX,-0.0337,-0.2301
OACYL,-0.8336,0.0379
OAF,-0.8257,-0.6043
OARD1,0.0125,-0.2466
OAS1A,-0.0253,-0.3768
OAS1C,0.0754,0.432
OAS1D,-0.1431,0.4287
OAS1E,0.3082,-0.1385
OAS1F,0.1559,-1.1451
OAS1G,-1.4347,1.2609
OAS1H,0.7723,-0.2758
OAS2,0.0058,-0.9033
OAS3,0.0777,-0.0238
OASL1,-0.9755,0.0328
OASL2,-0.0001,-0.1743
OAT,0.3474,0.07
OAZ1,-0.7441,0.2086
OAZ2,-0.4164,0.6142
OBFC1,-1.3694,1.338
OBOX1,-0.115,-0.5824
OBOX2,-0.4644,0.2597
OBOX3,-0.7134,0.03
OBOX6,-0.5111,0.1376
OBP1A,1.9507,-3.1585
OBP2A,0.1093,0.2615
OBP2B,0.4236,-0.289
OBSCN,0.8153,-0.1075
OBSL1,1.3113,-0.54
OC90,0.9291,-0.6561
OCA2,-0.2611,-0.0036
OCEL1,0.7822,0.0714
OCIAD1,-0.3591,-0.351
OCIAD2,0.2028,-0.9525
OCLN,-0.0906,0.0909
OCM,-0.6211,-0.3278
OCRL,-0.5677,-1.2533
OCSTAMP,-0.0235,-0.8211
ODAM,0.5259,-0.0631
ODC1,-0.2125,0.9125
ODF1,-0.4434,-0.1835
ODF2,-0.206,-0.5259
ODF2L,1.9855,-0.8259
ODF3,-0.1455,-0.3474
ODF3B,0.2541,-0.0843
ODF3L1,0.5433,-0.8667
ODF3L2,-0.1806,-0.158
ODF4,-0.479,0.4406
OFCC1,0.4275,-0.6233
OFD1,-0.0563,-0.3215
OGDH,-0.0207,3.47
OGDHL,0.2684,-0.5911
OGFOD1,-1.1357,0.3027
OGFOD2,0.0467,-0.0022
OGFOD3,-0.1459,0.4108
OGFR,-0.145,-0.0426
OGFRL1,0.3265,0.127
OGG1,-0.0608,0.2517
OGN,0.9151,0.0318
OGT,0.0079,2.8927
OIP5,0.5041,1.6794
OIT1,0.0086,0.5349
OIT3,0.0411,0.0125
OLA1,-0.0886,2.4658
OLAH,-0.0888,0.1135
OLFM1,0.3026,-0.2558
OLFM2,0.1476,-0.3883
OLFM3,0.7424,-1.8846
OLFM4,0.4043,-1.7865
OLFML1,-0.7485,0.7883
OLFML2A,-0.2919,0.0058
OLFML2B,0.0892,-0.4433
OLFML3,-1.5089,0.1467
OLIG1,0.2863,-0.3874
OLIG2,-0.472,0.2968
OLIG3,0.1153,-0.0216
OLR1,-0.3147,-0.4447
OMA1,0.607,-0.1519
OMD,-0.0952,0.3032
OMG,-0.6823,0.2625
OMP,-0.3199,-0.5096
OMT2A,-0.2116,0.3714
OMT2B,-0.5564,-0.0134
ONECUT1,-0.0678,-1.0764
ONECUT2,0.5901,-0.8113
ONECUT3,-0.0237,-0.2313
OOEP,-0.0987,-0.1859
OOG2,0.2117,0.856
OOG3,-0.8058,0.377
OOG4,1.0933,-0.172
OOSP1,0.1079,-0.6648
OPA1,-0.4783,4.2622
OPA3,-0.7924,0.2218
OPALIN,0.0178,-0.0243
OPCML,-0.4974,-1.638
OPHN1,-0.193,-0.2259
OPLAH,0.4203,-0.0742
OPN1MW,-0.2529,0.1528
OPN1SW,-0.0473,0.062
OPN3,0.391,-0.0914
OPN4,-0.7026,0.3228
OPN5,1.261,-3.449
OPRD1,0.1263,-0.3511
OPRK1,-0.2428,-0.1709
OPRL1,0.1781,-0.0657
OPRM1,-0.1529,-0.3624
OPTC,0.0717,-1.1376
OPTN,-0.2936,-0.2876
ORAI1,-0.1395,-0.1671
ORAI2,-0.4485,1.5289
ORAI3,0.1607,-0.1706
ORAOV1,0.1581,3.9401
ORC1,-0.1214,-0.5078
ORC2,0.1026,3.116
ORC3,0.8798,3.4955
ORC4,0.5414,3.5313
ORC5,-0.737,2.5338
ORC6,0.6069,1.4139
ORM1,0.0526,0.2364
ORM2,-0.0703,-0.2095
ORM3,1.5313,-1.5078
ORMDL1,0.1947,0.3107
ORMDL2,-0.255,0.4246
ORMDL3,0.1228,0.0737
OS9,-0.1445,-0.2749
OSBP,0.0049,2.142
OSBP2,0.2374,0.0356
OSBPL10,-0.4028,0.0856
OSBPL11,-0.156,-0.0139
OSBPL1A,-0.189,-0.6581
OSBPL2,1.3289,-0.4892
OSBPL3,0.1116,-0.7644
OSBPL5,0.0977,-0.2436
OSBPL6,-0.41,0.2056
OSBPL8,-0.7448,0.0501
OSBPL9,-0.3565,-0.0861
OSCAR,0.4586,-1.1995
OSCP1,-0.0952,-0.5893
OSER1,0.9557,0.9057
OSGEP,-0.0016,4.488
OSGEPL1,0.0737,0.0115
OSGIN1,0.5121,-0.5268
OSGIN2,-0.2291,0.1853
OSM,-0.229,0.5093
OSMR,0.3137,0.2559
OSR1,0.1898,0.117
OSR2,0.6295,-0.501
OSTC,1.6649,-0.5128
OSTF1,-1.6087,0.2367
OSTM1,-0.1799,-0.0995
OSTN,0.4755,-0.4068
OTC,0.3089,-0.2231
OTOA,1.1857,-0.7507
OTOF,0.1152,-0.2744
OTOG,0.3148,-0.885
OTOGL,-0.3204,-0.4198
OTOL1,-0.2674,-0.5618
OTOP2,0.7841,-0.1962
OTOP3,2.5589,-1.2349
OTOR,1.0109,0.9171
OTOS,-0.122,1.03
OTP,1.2419,-2.1389
OTUB1,-0.3512,2.169
OTUB2,-0.2086,0.0586
OTUD1,-2.4681,-0.1936
OTUD3,-0.0249,0.1672
OTUD4,2.1804,1.0902
OTUD5,0.1859,1.0
OTUD6A,0.141,-0.8678
OTUD6B,0.7231,0.3056
OTUD7A,-0.7069,0.0896
OTUD7B,-0.8869,0.6671
OTX1,-0.5645,0.1203
OTX2,-1.611,-0.2229
OVCA2,0.2856,-0.7559
OVCH2,-0.2084,-0.3219
OVGP1,0.3318,-1.4348
OVOL1,-0.0751,-0.3449
OVOL2,4.7472,-5.9937
OXA1L,-0.2754,5.3403
OXCT1,-0.0698,0.2537
OXCT2A,0.3312,0.2225
OXCT2B,1.9269,0.0383
OXGR1,-0.1282,0.1088
OXLD1,-0.1897,0.1397
OXNAD1,-0.0934,0.2542
OXR1,0.3121,-0.2545
OXSM,0.1442,3.6418
OXSR1,-0.9121,0.4187
OXT,-0.1329,0.407
OXTR,0.2022,-0.1794
P2RX1,-0.1608,0.3052
P2RX2,0.9023,-1.3216
P2RX3,0.6992,-0.1762
P2RX4,-1.8712,0.0534
P2RX5,1.3917,-0.8044
P2RX6,0.657,0.0146
P2RX7,0.061,-0.2899
P2RY1,0.8664,-0.3949
P2RY10,-0.3193,-0.1145
P2RY12,0.4475,-0.2216
P2RY13,-1.3564,1.1197
P2RY14,0.0182,-1.3238
P2RY2,0.3991,-0.3575
P2RY4,0.4341,-1.1514
P2RY6,-0.2416,0.6435
P4HA1,-0.4657,0.3913
P4HA2,0.483,-1.7662
P4HA3,0.3086,-0.7115
P4HB,-0.3565,0.1049
P4HTM,0.6998,-1.8536
PA2G4,1.2079,3.1539
PABPC1,0.621,2.5168
PABPC1L,-0.3919,-1.3841
PABPC2,-0.9094,-0.2548
PABPC4,0.0595,0.7036
PABPC4L,0.2016,-0.234
PABPC5,1.1782,-0.7344
PABPC6,0.1586,0.2862
PABPN1,0.1882,1.5208
PABPN1L,0.2934,0.0852
PACRG,-2.0334,0.434
PACRGL,-0.247,0.0627
PACS1,-0.3196,0.3966
PACS2,-0.5935,-0.2092
PACSIN1,0.4715,-0.165
PACSIN2,0.8524,-1.4012
PACSIN3,-0.383,-0.6552
PADI1,0.2077,-0.4888
PADI2,1.1825,-1.0833
PADI3,0.2525,-1.0275
PADI4,-0.8937,0.2214
PADI6,0.1546,-0.7581
PAF1,2.2878,3.4292
PAFAH1B1,0.5368,2.361
PAFAH1B2,-0.2444,-0.0607
PAFAH1B3,-0.2586,0.2563
PAFAH2,0.1631,-0.5417
PAG1,-0.8749,0.0043
PAGR1A,1.0123,0.7837
PAH,0.2232,-0.0693
PAICS,0.0936,0.9365
PAIP1,-0.1559,0.0749
PAIP2,-0.6537,-0.4642
PAIP2B,-1.2373,0.1401
PAK1,-0.1224,0.1897
PAK1IP1,-0.1754,4.3908
PAK2,-1.2599,-0.1623
PAK3,0.1358,-0.8604
PAK4,0.2483,-0.4808
PAK6,1.6002,-0.7924
PAK7,0.9964,-0.1445
PALB2,-0.0285,1.5977
PALD1,0.2648,-2.4163
PALLD,0.43,-0.248
PALM,-0.1906,-0.8704
PALM2,0.1501,0.1258
PALM3,-0.8419,1.0891
PALMD,0.3026,-0.0078
PAM,0.006,-0.3476
PAM16,-0.0317,2.2563
PAMR1,-0.3212,-0.1802
PAN2,-1.2415,0.0342
PAN3,1.5546,-0.263
PANK1,0.7328,-0.5464
PANK2,0.0979,-0.0986
PANK3,-0.1246,0.3154
PANK4,0.3461,-0.6272
PANX1,-0.1013,-0.5253
PANX2,-0.9356,0.0408
PANX3,0.6715,-0.2112
PAOX,0.4735,0.2676
PAPD4,0.449,-0.1921
PAPD5,0.4282,0.7043
PAPD7,1.0176,0.0873
PAPL,-0.2199,-0.6502
PAPLN,-0.1034,-0.6086
PAPOLA,1.324,-0.3827
PAPOLB,-0.0673,0.1728
PAPOLG,-0.161,-0.3128
PAPPA,-0.3893,0.2793
PAPPA2,0.7364,-0.2012
PAPSS1,-0.5684,0.4893
PAPSS2,0.2463,-0.2653
PAQR3,-0.8369,-1.6912
PAQR4,-1.1846,-0.2835
PAQR5,0.4042,-0.7014
PAQR6,0.5402,-0.2551
PAQR7,1.4659,-0.9895
PAQR8,1.2755,-2.2249
PAQR9,0.2918,-0.8236
PARD3,-0.1799,-0.3541
PARD3B,0.6806,-0.2861
PARD6A,1.2082,-0.527
PARD6B,0.3034,-0.9148
PARD6G,0.1841,-0.1284
PARG,-0.113,0.3654
PARK7,0.4645,-0.6183
PARL,-0.2262,1.1823
PARM1,0.6615,-0.2469
PARN,-0.5339,3.3972
PARP1,0.4828,2.1026
PARP10,0.3163,-0.2784
PARP11,-0.034,0.2975
PARP12,-1.047,-0.305
PARP14,0.0182,0.1781
PARP16,0.112,-0.2707
PARP2,-0.7006,0.2916
PARP3,-0.7714,0.383
PARP4,-0.1929,0.0185
PARP6,-1.1412,-0.019
PARP8,-0.1607,-0.4493
PARP9,1.4079,-0.5176
PARPBP,0.0904,-0.1666
PARS2,-0.3371,4.0869
PARVA,0.0556,-0.5223
PARVB,0.1591,-0.4949
PARVG,0.4974,-0.4314
PASK,-0.1195,-0.6073
PATE2,0.0212,-0.0545
PATE4,0.0652,0.0916
PATL1,-0.8309,1.4944
PATL2,0.6017,-0.7495
PATZ1,0.5753,1.4341
PAWR,2.2544,-6.5707
PAX1,1.4851,-1.901
PAX2,-0.0345,0.0046
PAX3,0.6198,-0.2797
PAX4,-0.3795,-0.3151
PAX5,0.0322,-0.041
PAX6,-0.0745,-0.0777
PAX7,-0.4167,-1.2508
PAX8,0.2692,-0.9267
PAX9,0.1076,-0.1547
PAXBP1,-0.0972,3.322
PAXIP1,2.9909,0.9123
PBDC1,0.0963,0.2221
PBK,0.2656,-0.3182
PBLD1,-0.0118,-0.2549
PBLD2,0.1243,-0.1942
PBP2,0.5392,-0.4693
PBRM1,-0.7248,-0.1936
PBSN,-0.5111,0.0289
PBX1,-0.1178,-0.0305
PBX2,0.9427,-0.573
PBX3,0.2443,-0.615
PBX4,-0.1395,0.0504
PBXIP1,0.0507,-0.0037
PCBD1,-3.0948,0.392
PCBD2,2.445,-1.1083
PCBP1,-0.0061,2.0772
PCBP2,-2.3715,0.1628
PCBP3,2.4345,-1.2594
PCBP4,2.7181,-0.7517
PCCA,0.3578,-0.5384
PCCB,-2.1487,0.4414
PCDH1,-0.2861,-0.1371
PCDH10,-0.2347,-0.0204
PCDH12,0.5275,-0.1186
PCDH15,0.0362,-0.8542
PCDH17,0.7944,-0.3329
PCDH18,-0.7152,0.1726
PCDH19,-0.2086,-1.0494
PCDH20,-0.1035,0.0983
PCDH7,0.4786,-0.6566
PCDH8,-0.0423,0.1041
PCDH9,0.853,-0.2297
PCDHA1,-1.8035,0.2138
PCDHA10,0.0276,-1.0438
PCDHA11,-0.1719,-0.8162
PCDHA12,-0.4268,-0.8143
PCDHA2,-0.1087,0.2469
PCDHA4,-0.115,-0.271
PCDHA9,0.1501,-0.2558
PCDHAC1,-0.1494,-0.6816
PCDHAC2,0.1729,-1.1934
PCDHB1,0.3508,-0.1432
PCDHB10,-0.3126,0.0144
PCDHB11,-0.0313,-0.2569
PCDHB13,0.2234,-0.0234
PCDHB14,-0.1596,-0.3378
PCDHB15,0.1715,0.113
PCDHB16,-0.0877,-0.3028
PCDHB17,-0.4214,-0.3887
PCDHB18,-0.2174,0.303
PCDHB19,0.0754,0.0444
PCDHB2,-0.9035,0.1081
PCDHB20,-1.245,0.3535
PCDHB21,0.9273,-0.0222
PCDHB22,0.2491,-0.9001
PCDHB3,0.1889,-0.096
PCDHB4,0.3722,-0.5042
PCDHB5,-0.0876,0.0419
PCDHB6,-0.4345,-1.696
PCDHB7,-0.159,0.068
PCDHB8,0.9003,-1.997
PCDHB9,0.341,-0.794
PCDHGA11,0.7557,-0.1965
PCDHGA12,0.1714,-0.1127
PCDHGA3,-0.0612,-0.3801
PCDHGA8,-0.1741,0.0523
PCDHGA9,-0.093,-0.2656
PCDHGB6,0.2411,-0.9799
PCDHGC3,0.353,-0.3936
PCDHGC4,0.0584,-0.1831
PCDHGC5,-0.4455,-0.0123
PCED1A,0.1172,0.6708
PCED1B,-0.1687,6.5707
PCF11,-0.6612,1.9023
PCGF1,-0.638,1.2486
PCGF2,-0.9028,1.9366
PCGF3,-1.818,-0.421
PCGF5,-0.7163,-0.1397
PCGF6,0.8073,0.3835
PCID2,-0.8286,2.6091
PCIF1,-0.3626,-0.6583
PCK1,-0.0156,0.0431
PCK2,0.4145,-0.4017
PCLO,-0.2122,-0.6604
PCM1,-0.7541,0.412
PCMT1,0.4032,-1.1877
PCMTD1,-0.1969,0.0242
PCMTD2,0.3781,-0.2793
PCNA,-0.0284,3.2343
PCNP,-0.2323,0.8911
PCNT,0.2224,0.3538
PCNX,-0.4122,-0.0753
PCNXL2,0.2515,-0.1364
PCNXL3,-0.5437,0.9698
PCNXL4,1.245,-2.2045
PCOLCE,-0.2441,-0.6198
PCOLCE2,-0.0361,-0.7184
PCP2,0.3411,0.0617
PCP4,-0.1152,-0.3311
PCP4L1,1.0792,-0.0577
PCSK1,-0.3044,-0.0754
PCSK1N,1.169,-2.2407
PCSK2,0.0599,0.123
PCSK4,0.0793,-1.1608
PCSK5,1.6825,-1.0723
PCSK6,-1.3453,-0.0656
PCSK7,-0.5896,0.1167
PCSK9,0.4292,-1.4512
PCTP,-0.5528,-0.4103
PCX,0.3614,-0.1581
PCYOX1,-0.2661,0.0414
PCYOX1L,0.8122,-2.151
PCYT1A,-0.1434,0.0971
PCYT1B,-0.8063,-0.0201
PCYT2,-0.1755,-0.2113
PDAP1,-0.4593,-1.2013
PDC,-0.1461,-0.2706
PDCD1,-0.4371,0.0474
PDCD10,-0.1138,0.0205
PDCD11,0.3384,4.0037
PDCD1LG2,0.6398,-0.0205
PDCD2,0.0016,1.2169
PDCD2L,1.2543,4.6413
PDCD4,-0.1638,0.1304
PDCD5,-0.0958,0.2145
PDCD6,0.0869,0.1407
PDCD6IP,-0.0467,-0.1187
PDCD7,-0.3254,3.5935
PDCL,4.8301,-6.5707
PDCL2,-0.2878,-0.1353
PDCL3,0.2668,0.1416
PDDC1,0.2776,-0.4431
PDE10A,0.4115,-0.7746
PDE11A,0.0989,0.2737
PDE12,-0.2671,2.365
PDE1A,-0.327,-0.3718
PDE1B,-0.216,-0.6726
PDE1C,0.6737,-0.0603
PDE2A,-0.0601,0.1555
PDE3A,0.9987,-0.9467
PDE3B,0.3148,-0.5327
PDE4A,2.5038,-0.7575
PDE4B,0.5792,-0.4443
PDE4C,-0.1385,-0.0454
PDE4D,0.0407,-0.2109
PDE4DIP,-0.8228,-0.2041
PDE5A,-0.8109,-0.3053
PDE6A,0.2656,-0.4496
PDE6B,-0.7347,0.0969
PDE6C,-0.9591,-0.3318
PDE6D,0.3075,0.0051
PDE6G,-0.1573,0.0658
PDE6H,0.512,-0.3292
PDE7A,-0.1638,0.009
PDE7B,0.0211,-0.0804
PDE8A,-0.3632,0.3638
PDE8B,0.6474,-0.5799
PDE9A,0.2259,-0.5977
PDF,0.3442,-0.0865
PDGFA,-0.269,0.1489
PDGFB,0.7612,-0.2416
PDGFC,0.0784,-0.3472
PDGFD,-0.1808,-1.0497
PDGFRA,0.1327,-0.2193
PDGFRB,-0.0438,-0.0294
PDGFRL,-2.5456,0.2176
PDHA1,4.2763,0.0168
PDHA2,-0.0445,-0.3483
PDHB,1.1825,0.984
PDHX,-0.0049,0.1775
PDIA2,-1.343,-0.0045
PDIA3,1.6491,-0.2533
PDIA4,-0.6555,-0.3079
PDIA5,-0.0753,0.157
PDIA6,0.2368,0.3466
PDIK1L,-1.4451,0.2744
PDILT,-1.0141,0.1384
PDK1,0.0111,-1.6208
PDK2,0.7772,-0.4574
PDK3,-0.0214,0.288
PDK4,-0.4356,-0.2051
PDLIM1,-0.3101,-2.3429
PDLIM2,-0.007,-0.0002
PDLIM3,-0.1248,0.048
PDLIM4,0.1331,-1.0099
PDLIM5,-0.0037,-0.888
PDLIM7,-1.2455,2.2807
PDP1,0.2296,-0.032
PDP2,0.0279,1.0621
PDPK1,-0.5561,0.2868
PDPN,-0.8101,-0.1336
PDPR,-0.2536,0.1809
PDRG1,-0.2456,2.3549
PDS5A,1.1506,0.438
PDS5B,3.5127,-0.2056
PDSS1,-0.2799,3.8141
PDSS2,-0.1738,1.1699
PDX1,0.4323,-0.8602
PDXDC1,-0.8654,-0.1633
PDXK,0.0196,0.027
PDXP,0.1745,-0.062
PDYN,0.7618,-0.9642
PDZD11,-0.7233,0.1004
PDZD2,0.2356,-0.0694
PDZD3,0.5141,-0.6944
PDZD4,0.4167,-1.0318
PDZD7,0.1899,-0.431
PDZD8,0.617,-1.1265
PDZD9,0.1341,-0.0098
PDZK1,0.8593,-0.8663
PDZK1IP1,0.6641,-0.2898
PDZRN3,-0.4288,-0.1524
PDZRN4,-0.3816,-0.8851
PEA15A,-0.5785,0.0828
PEAR1,0.1244,-0.5739
PEBP1,0.1357,1.5843
PEBP4,-0.9785,-0.1147
PECAM1,-0.513,-0.1123
PECR,-0.1714,0.0391
PEF1,-0.15,-1.0669
PEG10,-0.7448,0.3204
PEG12,0.0284,0.0227
PEG3,0.6398,-2.4541
