gene_symbol,identity_score,fitness_score
MPHOSPH8,-0.0467,0.6975
MPHOSPH9,-0.1479,-0.0202
MPI,0.5618,-0.1401
MPL,0.6112,-0.3366
MPLKIP,0.4523,0.1328
MPND,0.077,0.0264
MPO,1.6521,-1.1561
MPP1,0.4054,-0.3947
MPP2,0.0969,-0.315
MPP3,0.7589,-0.1949
MPP4,-0.2493,-0.0796
MPP5,-0.5991,0.5299
MPP6,-0.3086,0.2585
MPP7,-0.3528,-0.6215
MPPE1,-0.9046,-0.1216
MPPED1,-0.0722,0.0349
MPPED2,-0.5053,0.1156
MPRIP,-0.0232,3.2094
MPST,0.3553,-0.5165
MPTX1,-0.2455,-1.4669
MPTX2,0.0762,0.1115
MPV17,0.9708,-0.7005
MPV17L,0.7637,-1.0282
MPV17L2,-1.0495,0.8836
MPZ,-0.3635,-0.1469
MPZL1,0.3602,-0.4991
MPZL2,-1.1876,0.4577
MPZL3,0.2806,-1.164
MR1,-0.5607,-0.0285
MRAP,0.4346,-0.2643
MRAP2,-0.6017,0.0168
MRAS,0.1608,-0.1801
MRC1,0.07,-0.2508
MRC2,0.3451,-0.3093
MRE11A,-0.1415,3.6112
MREG,-1.4686,0.351
MRFAP1,0.5127,-0.3287
MRGBP,-0.3408,3.5999
MRGPRA1,0.0506,-0.0274
MRGPRA2A,0.1071,0.3358
MRGPRA2B,-0.5076,0.034
MRGPRA3,-0.1517,-0.6205
MRGPRA4,0.1984,-0.1507
MRGPRA9,0.5284,-0.7181
MRGPRB1,0.799,-0.4573
MRGPRB2,-0.7942,0.1056
MRGPRB3,0.174,-0.124
MRGPRB4,0.6836,-1.0564
MRGPRB5,0.1647,-1.4961
MRGPRB8,-0.1911,-0.1475
MRGPRD,0.4411,0.2131
MRGPRE,-0.2149,-0.2722
MRGPRF,-0.728,0.3466
MRGPRG,-0.3602,-0.3745
MRGPRH,-0.682,0.3636
MRGPRX1,-0.0166,-0.5315
MRGPRX2,-0.3351,-0.1616
MRI1,0.1906,-0.5098
MRM1,0.0612,-0.2595
MRO,-0.523,0.4158
MROH1,-0.5586,0.1821
MROH2B,-0.2292,-0.0994
MROH4,-1.2538,0.5752
MROH5,0.0207,-0.1754
MROH7,-0.3468,0.0091
MROH8,0.1272,0.0157
MROH9,-0.1632,-0.0953
MRP63,0.0868,3.2179
MRPL1,-0.3466,0.3846
MRPL10,0.629,4.4404
MRPL11,-0.2596,3.4256
MRPL12,-0.6621,4.5664
MRPL13,-0.1579,1.4893
MRPL14,-0.9685,4.1346
MRPL15,-0.1869,1.5008
MRPL16,-0.0182,1.3447
MRPL17,0.2001,2.5202
MRPL18,0.0278,1.5571
MRPL19,-0.17,1.9815
MRPL2,0.3585,1.4325
MRPL20,-0.469,4.6622
MRPL21,0.1846,2.4736
MRPL22,0.0922,2.7991
MRPL23,-0.05,5.0025
MRPL24,-0.351,5.8718
MRPL27,0.6892,3.5178
MRPL28,-0.1648,4.9579
MRPL3,-0.1432,2.7339
MRPL30,-0.0015,2.3635
MRPL32,-0.6704,3.0042
MRPL33,-0.076,1.227
MRPL34,0.0847,4.7578
MRPL35,1.1511,1.7087
MRPL36,1.2009,2.3514
MRPL37,-1.8447,4.038
MRPL38,0.0704,1.7096
MRPL39,0.4291,2.106
MRPL4,0.4138,4.4408
MRPL40,-0.6784,3.2054
MRPL41,-0.1904,2.5592
MRPL42,-0.8414,3.3171
MRPL43,-0.4487,1.6786
MRPL44,0.2031,0.4269
MRPL45,0.4449,4.196
MRPL46,0.2378,3.2307
MRPL47,-0.1687,2.4367
MRPL48,-0.3504,0.2206
MRPL49,0.0356,4.0922
MRPL50,0.9508,2.8369
MRPL51,0.0535,3.9263
MRPL52,0.3593,4.649
MRPL53,-0.0252,5.0522
MRPL54,-0.1701,0.9224
MRPL55,0.0857,2.4923
MRPL9,0.187,3.42
MRPS10,0.5326,4.1745
MRPS11,0.5035,2.6942
MRPS12,-0.4242,5.8718
MRPS14,-0.9118,0.7399
MRPS15,1.8212,0.972
MRPS16,0.7681,4.9579
MRPS17,-0.0021,1.3913
MRPS18A,-0.0862,2.5224
MRPS18B,0.0772,5.4568
MRPS18C,0.2378,3.6671
MRPS2,-0.0989,2.3361
MRPS21,0.1044,5.5293
MRPS22,-0.0017,3.1456
MRPS23,-0.0019,1.0189
MRPS24,0.1288,1.5103
MRPS25,-0.1869,2.5402
MRPS26,-0.363,2.5701
MRPS27,0.0874,0.6057
MRPS28,-0.212,1.4509
MRPS30,-0.2503,1.9103
MRPS31,0.541,0.7471
MRPS33,0.4694,0.8687
MRPS34,1.3164,4.2763
MRPS35,-0.11,1.3122
MRPS36,-0.2777,0.3426
MRPS5,0.0235,2.7839
MRPS6,-1.0824,4.122
MRPS7,0.6704,1.0061
MRPS9,0.3104,1.2861
MRRF,-0.2715,2.5833
MRTO4,-0.0255,2.9541
MRVI1,-0.1921,-0.815
MS4A1,0.1185,-0.2673
MS4A10,-1.4585,0.1638
MS4A13,-0.1647,0.1518
MS4A15,-0.4155,0.2981
MS4A18,0.3265,-0.0198
MS4A2,0.0605,-0.9973
MS4A3,-0.396,-0.446
MS4A4B,-0.3891,-0.1356
MS4A4C,-0.651,0.0693
MS4A4D,0.8836,-0.025
MS4A5,-0.1703,-0.1936
MS4A6B,-0.7795,1.5397
MS4A6C,-0.3883,0.4182
MS4A6D,-0.2681,0.0017
MS4A7,-0.8114,0.9172
MS4A8A,0.0261,-0.0853
MSANTD1,-0.7338,-1.0353
MSANTD2,-0.0419,-0.5247
MSANTD3,-0.3461,0.2634
MSANTD4,0.6058,-0.5322
MSC,0.9324,-0.1176
MSGN1,0.3758,-0.6107
MSH2,1.4589,0.7572
MSH3,0.3814,-0.0886
MSH4,2.1401,-2.8163
MSH5,0.0964,0.0808
MSH6,3.192,1.3182
MSI1,-0.1201,-0.0678
MSI2,-0.2691,-2.0335
MSL1,-0.442,1.0202
MSL3,0.5236,-0.0205
MSL3L2,-0.229,0.3496
MSLN,-0.0887,-0.232
MSLNL,0.1236,-0.128
MSMB,-0.946,0.081
MSMP,-0.0202,-0.2114
MSN,0.216,-0.1549
MSR1,1.0412,-1.8923
MSRA,-1.2154,-0.2869
MSRB1,-0.2424,0.6834
MSRB2,-1.2163,-0.8435
MSRB3,-0.2061,-0.2044
MSS51,0.0212,-0.3648
MST1,0.5985,-1.3062
MST1R,0.0685,-0.3961
MSTN,-0.9692,0.0962
MSTO1,0.2115,1.6599
MSX1,0.1406,-1.0115
MSX2,-0.4674,-0.6719
MSX3,-0.0258,-1.0685
MT1,0.164,-0.5229
MT2,-0.1183,1.3481
MT3,0.2968,-1.1124
MT4,-0.1197,-0.0056
MTA1,-1.2035,-0.641
MTA2,0.7749,0.5207
MTA3,-1.0634,0.4617
MTAP,0.2974,-0.2323
MTAP7D3,0.417,-0.0869
MTBP,-0.4508,3.4882
MTCH1,0.7195,-0.7641
MTCH2,-0.0006,2.6889
MTCP1,0.1997,0.4761
MTDH,-0.2895,0.0225
MTERF,-0.2339,1.3038
MTERFD1,0.0814,0.4095
MTERFD2,0.355,0.511
MTERFD3,0.9266,-0.5862
MTF1,-2.6279,0.5893
MTF2,-0.8663,-0.2107
MTFMT,0.266,1.1382
MTFP1,0.4798,0.3373
MTFR1,0.0017,0.3853
MTFR1L,0.1472,-0.115
MTFR2,0.0556,-0.2672
MTG1,-0.021,3.4762
MTG2,-0.1434,2.8229
MTHFD1,-0.5106,-0.1241
MTHFD1L,-0.2158,0.0786
MTHFD2,-0.2898,0.2949
MTHFD2L,0.0611,-1.4511
MTHFR,0.0139,0.1786
MTHFS,0.0087,-0.1373
MTHFSD,-0.1614,-0.1926
MTIF2,-0.0938,3.3767
MTIF3,-0.1785,1.8622
MTL5,0.3001,-0.4097
MTM1,-0.8014,-0.1889
MTMR1,0.5917,-0.649
MTMR10,0.2319,-0.878
MTMR11,-0.6207,0.5074
MTMR12,-0.5608,0.6409
MTMR14,-0.2846,0.1228
MTMR2,-0.2645,0.7433
MTMR3,-2.062,0.3746
MTMR4,0.38,0.1583
MTMR6,0.3701,-0.2095
MTMR7,-0.1874,0.098
MTMR9,-1.1209,-0.2773
MTNR1A,-1.1826,0.7443
MTNR1B,-0.3158,-0.3349
MTO1,-1.176,3.1385
MTOR,-0.1152,2.2653
MTPAP,-1.2376,1.9584
MTPN,0.1973,-2.2629
MTR,-0.2639,-0.1208
MTRF1,-0.5746,0.0436
MTRF1L,0.014,3.249
MTRR,-0.1722,0.0181
MTSS1,0.3947,0.5569
MTSS1L,1.1203,-0.3519
MTTP,0.4938,-0.0394
MTUS1,-0.6286,0.6204
MTUS2,-0.063,-0.0301
MTX1,-0.382,0.0684
MTX2,-0.0371,1.7199
MTX3,-0.764,-0.3526
MUC1,-0.0756,-0.5672
MUC13,-0.1607,-0.1268
MUC15,-0.1804,-0.0321
MUC20,0.5553,-0.7053
MUC5AC,0.1025,-0.9958
MUC5B,-0.1636,-0.343
MUG1,0.3217,-0.5566
MUG2,-0.3516,-0.0523
MUL1,0.0722,0.0798
MUM1,-0.1654,0.016
MUM1L1,-0.0288,-0.5261
MUP17,-0.4947,-0.4031
MUP20,-0.0528,0.6883
MUP21,0.0905,-0.5666
MUP3,-0.5915,-0.0042
MUP4,0.0565,0.1696
MUP5,0.211,0.1718
MUP6,0.16,0.0036
MUP7,-0.4751,-0.6135
MURC,-0.1374,0.103
MUS81,0.0917,-0.095
MUSK,-0.4819,-0.5597
MUSTN1,-0.2776,0.0103
MUT,0.378,-0.8231
MUTYH,0.3222,-0.3361
MVB12A,-0.8571,0.8716
MVB12B,-0.799,0.3051
MVD,-0.0188,-0.2354
MVK,-0.3063,-0.3325
MVP,-1.1049,0.8273
MXD1,-0.2203,-0.6368
MXD3,0.7682,0.2809
MXD4,0.1095,0.0523
MXI1,0.3761,0.028
MXRA7,-0.2379,-0.094
MXRA8,0.4269,-0.2965
MYADM,0.7783,-0.7742
MYADML2,1.3147,-0.6194
MYB,-0.0218,-0.1298
MYBBP1A,-0.0528,3.1771
MYBL1,-0.2308,-0.1235
MYBL2,0.1877,1.1489
MYBPC1,-0.4307,-0.8951
MYBPC2,0.7954,-0.665
MYBPC3,0.332,-0.3647
MYBPH,-1.0427,-0.0848
MYBPHL,-1.0406,0.2107
MYC,1.7027,0.6604
MYCBP,-0.7542,1.2807
MYCBP2,0.2558,-0.4127
MYCBPAP,-0.6837,0.2538
MYCL,0.4096,-0.0123
MYCN,-0.2178,1.2902
MYCS,-0.3584,0.0711
MYCT1,-0.3168,-0.0108
MYD88,-0.1485,-0.4106
MYEF2,1.4387,-0.1142
MYEOV2,0.5833,-0.0678
MYF5,0.1095,-1.079
MYF6,-0.3573,-1.2641
MYG1,1.0599,-0.3424
MYH1,-0.362,0.042
MYH10,0.5763,-6.0899
MYH11,0.2907,0.2373
MYH13,-0.1457,-0.2181
MYH14,0.0892,-0.1603
MYH15,-0.4589,0.0663
MYH2,0.2306,-1.3752
MYH3,0.3445,-0.8491
MYH4,0.9934,-1.3045
MYH6,0.3278,-1.1189
MYH7,0.3189,-0.5761
MYH7B,0.3203,-0.2405
MYH8,-0.1542,-0.4823
MYH9,2.6329,-6.5707
MYL1,0.3643,-0.1327
MYL10,-0.0362,-0.6127
MYL12A,-0.1377,0.0272
MYL12B,-0.087,-0.0597
MYL2,-0.1957,0.0988
MYL3,-0.6689,0.6327
MYL4,0.1682,-0.4403
MYL6,0.5373,-2.5499
MYL6B,0.161,-0.1414
MYL7,-0.513,-0.0864
MYL9,-0.0582,0.0538
MYLIP,0.1264,-0.4419
MYLK,-0.1215,-0.1808
MYLK2,-0.7689,0.0985
MYLK3,0.041,0.2955
MYLK4,0.6698,-1.0296
MYLPF,-0.9028,0.0635
MYNN,0.6998,-0.312
MYO10,0.6837,-0.4498
MYO15,0.1537,-1.0566
MYO16,0.7773,-0.2506
MYO18A,0.5077,-0.2196
MYO18B,1.4077,-0.5357
MYO19,-0.4771,0.4866
MYO1A,-0.8996,-0.9793
MYO1B,0.7106,-0.5421
MYO1C,0.1309,0.3549
MYO1D,0.132,0.194
MYO1E,0.1258,-0.2221
MYO1F,-0.3421,-1.1161
MYO1G,0.9052,0.0436
MYO1H,-0.2696,0.152
MYO3B,-0.5301,-0.0669
MYO5A,0.1007,-0.0394
MYO5B,-0.0005,0.0746
MYO5C,0.2163,-0.6769
MYO6,-0.0855,-0.3459
MYO7A,0.1662,-0.3332
MYO7B,0.0841,-0.0171
MYO9A,0.029,-0.0861
MYO9B,-0.7097,2.022
MYOC,-0.5756,0.2152
MYOCD,2.7916,0.046
MYOD1,1.1659,-1.0107
MYOF,0.0581,-0.3385
MYOG,0.6812,-0.7575
MYOM1,-0.6714,0.0841
MYOM2,0.0203,0.0731
MYOM3,1.3011,-0.8666
MYOT,-0.3772,0.0639
MYOZ1,0.4703,-0.8702
MYOZ2,-0.7934,0.0676
MYOZ3,1.3241,-0.6246
MYPN,-0.4009,-0.0052
MYPOP,0.6452,-0.2605
MYRF,0.0691,-0.0319
MYRFL,0.5028,-0.8517
MYRIP,-0.4488,-0.1109
MYSM1,-0.1906,0.5797
MYT1,-0.5444,-0.292
MYT1L,-0.1181,0.0895
MYZAP,-0.0705,-0.0071
MZB1,0.5676,-0.2143
MZF1,0.3374,-0.398
MZT1,0.0344,2.7867
MZT2,0.2019,-0.4908
N28178,-0.0775,-0.2317
N4BP1,0.05,1.4101
N4BP2,0.2372,-1.1746
N4BP2L1,-1.0317,0.3295
N4BP2L2,0.01,0.2175
N4BP3,0.114,-0.4499
N6AMT1,0.8836,3.1414
N6AMT2,-0.5194,-0.5604
NAA10,1.3937,0.1366
NAA11,0.2596,-0.2612
NAA15,0.6649,0.2275
NAA16,0.3552,-0.1213
NAA20,-0.0389,3.8809
NAA25,1.0561,3.3294
NAA30,-0.7546,1.5113
NAA35,-0.0825,0.6542
NAA38,0.0229,3.9898
NAA40,-0.805,-0.2176
NAA50,-0.0033,2.6021
NAA60,0.2278,0.02
NAAA,-0.6125,-1.168
NAALAD2,-0.4739,-0.1643
NAALADL1,-0.2365,0.0616
NAB1,-0.1163,-0.3244
NAB2,-0.9007,0.0217
NABP1,0.2724,-0.4968
NABP2,-0.1933,0.4891
NACA,-0.0992,2.6
NACAD,-0.2981,-0.4802
NACC1,0.6812,2.3472
NACC2,0.4099,-0.7932
NADK,0.9924,-0.2805
NADSYN1,0.6287,-1.0893
NAE1,-0.7279,0.3123
NAF1,-0.0069,3.2222
NAGA,-1.0214,-0.2199
NAGK,-0.5254,-0.1119
NAGLU,-0.2147,0.223
NAGPA,0.4574,-0.2389
NAGS,0.9617,-0.655
NAIF1,-0.2627,3.2583
NAIP1,-1.4443,0.4362
NAIP2,-0.2945,-0.5275
NAIP5,1.0731,-0.8745
NAIP6,-1.4154,0.5585
NALCN,-0.1031,0.1235
NAMPT,0.9371,-0.0203
NANOG,0.8425,2.7886
NANOS1,-0.1244,-0.4121
NANOS2,0.7741,0.3056
NANOS3,-0.4831,0.2257
NANP,0.4794,-0.508
NANS,-0.4188,-0.3181
NAP1L1,-0.5868,0.3831
NAP1L2,-0.5806,-0.0575
NAP1L3,-0.2551,0.3889
NAP1L4,0.8884,-0.1013
NAP1L5,-0.1576,-0.0528
NAPA,-0.1512,2.8238
NAPB,-1.6268,0.0405
NAPEPLD,0.4178,0.2212
NAPG,-0.2346,0.2281
NAPRT1,1.3185,-0.6756
NAPSA,-0.4521,-0.0865
NARF,-0.2102,-0.4856
NARFL,0.2603,4.3302
NARG2,0.2581,0.0013
NARS,0.1592,1.9829
NARS2,-0.1916,5.6165
NASP,-0.1263,0.2624
NAT1,0.0723,-0.7962
NAT10,-0.3288,3.7847
NAT14,-0.6362,0.2582
NAT2,-0.8071,-0.0076
NAT3,-2.3618,0.2198
NAT6,-0.0591,-0.1121
NAT8,-1.0747,0.164
NAT8L,0.3523,-0.1881
NAT9,1.0906,-0.8819
NAV1,-0.4162,-0.2477
NAV3,-0.0057,-0.1853
NBAS,-1.0519,-0.1775
NBEA,0.0602,-0.2001
NBEAL1,0.8457,-0.6697
NBEAL2,1.0671,-1.0459
NBL1,1.0167,-0.5556
NBN,-0.2654,0.7645
NBR1,0.0322,0.3655
NCALD,0.3507,-0.1745
NCAM1,-0.3498,0.6156
NCAM2,-0.4389,0.1658
NCAN,0.7566,-1.0564
NCAPD2,-0.156,3.9383
NCAPD3,0.2867,2.5597
NCAPG,-0.1465,1.6993
NCAPG2,-0.4386,5.7256
NCAPH,0.3154,1.3438
NCAPH2,-0.2885,1.8889
NCBP1,-0.1783,4.4404
NCBP2,0.1405,0.9827
NCCRP1,-0.3458,0.0706
NCDN,-0.0367,0.536
NCEH1,0.3216,-0.1007
NCF1,0.1084,-0.1256
NCF2,0.6654,-0.4261
NCF4,-0.3739,-0.48
NCK1,-0.6633,0.2027
NCK2,1.2997,-0.2772
NCKAP1,0.0222,0.3989
NCKAP1L,-0.4879,-0.1238
NCKAP5,0.1024,0.0657
NCKAP5L,0.1413,-0.3515
NCKIPSD,1.5123,-0.588
NCL,0.4084,2.0709
NCLN,-0.836,0.221
NCMAP,-0.1648,-0.5332
NCOA1,1.6846,-0.1464
NCOA2,3.4491,-1.0787
NCOA3,0.1834,3.2708
NCOA4,0.4763,-0.0402
NCOA5,-0.9247,-0.2369
NCOA6,-0.8584,-0.8903
NCOA7,-0.6346,-0.3817
NCOR1,-1.0564,1.4325
NCOR2,-0.9233,-0.1752
NCR1,0.3151,-0.8886
NCRNA00085,-0.1988,-0.4032
NCS1,0.0016,-0.1769
NCSTN,-0.8822,-0.1901
NDC1,-1.5723,1.916
NDC80,-0.148,1.1655
NDE1,0.0737,0.1286
NDEL1,-0.2471,0.035
NDFIP1,0.069,-0.2697
NDFIP2,-0.1554,-0.7472
NDN,0.2156,-0.997
NDNF,-0.2306,-0.0454
NDNL2,-1.6562,5.4568
NDOR1,-0.1188,1.7325
NDP,-0.1673,-0.374
NDRG1,2.1961,-2.093
NDRG2,-0.2119,-0.1987
NDRG3,-0.0697,0.6298
NDRG4,-0.5584,-0.0377
NDST1,-0.063,0.2732
NDST2,-0.8003,0.2487
NDST3,-0.3299,-0.0779
NDST4,-0.5058,-0.6081
NDUFA1,-0.2103,4.023
NDUFA10,-0.7161,2.9095
NDUFA11,0.254,4.9797
NDUFA12,-0.1739,0.3976
NDUFA13,-0.2623,3.6114
NDUFA2,-0.1957,5.4568
NDUFA3,-0.5138,4.3302
NDUFA4,-0.1514,0.3286
NDUFA4L2,0.0201,-0.1401
NDUFA5,-0.2871,3.3634
NDUFA6,0.0516,1.2456
NDUFA7,0.1258,0.5308
NDUFA8,0.1646,3.277
NDUFA9,0.1397,2.5465
NDUFAB1,-0.2406,2.5619
NDUFAF1,0.1541,1.4655
NDUFAF2,0.0499,-0.5363
NDUFAF3,-0.0232,4.6312
NDUFAF4,-0.3558,3.202
NDUFAF5,-0.9143,3.9898
NDUFAF6,-0.2453,1.7074
NDUFAF7,0.0503,2.0705
NDUFB10,0.16,1.6045
NDUFB11,0.3053,2.7517
NDUFB2,-0.2007,2.2565
NDUFB3,-0.0115,2.2825
NDUFB4,-0.092,3.8327
NDUFB5,-0.021,2.2395
NDUFB6,-0.1073,1.6685
NDUFB7,-0.0738,0.9398
NDUFB8,0.3953,4.3377
NDUFB9,0.1091,3.7116
NDUFC1,0.0932,2.6456
NDUFC2,0.6259,5.3403
NDUFS1,-0.1737,5.0025
NDUFS2,-0.386,2.8416
NDUFS3,-0.9655,5.0025
NDUFS4,-0.214,-0.453
NDUFS5,0.4713,2.2328
NDUFS6,-0.098,0.6581
NDUFS7,-0.1484,5.3403
NDUFS8,0.422,3.8626
NDUFV1,-0.1227,5.2485
NDUFV2,-0.9094,4.078
NDUFV3,0.9971,-1.6412
NEB,-1.1585,-0.0234
NEBL,-1.3342,-0.8872
NECAB1,-0.6593,-0.0059
NECAB2,0.9809,0.0237
NECAB3,-1.0741,0.0075
NECAP1,-0.0636,0.0984
NECAP2,-0.7086,-0.2454
NEDD1,0.2317,3.9263
NEDD4L,0.6795,-1.4563
NEDD8,0.0003,2.3592
NEDD9,0.3524,-0.7145
NEFH,0.6,-1.0368
NEFL,0.2891,-0.558
NEFM,0.9148,-0.7253
NEGR1,0.5733,-2.5799
NEIL1,-0.1285,-0.2768
NEIL2,-0.0913,0.0359
NEIL3,-0.5852,0.009
NEK1,3.1187,-1.1947
NEK10,-1.318,0.2759
NEK11,0.4749,-0.8864
NEK2,0.0804,-0.4513
NEK3,0.643,-0.1082
NEK4,0.1041,-0.2679
NEK5,-0.235,0.4156
NEK6,0.8236,-0.4954
NEK7,0.1895,-0.4742
NEK8,0.7043,0.1661
NEK9,-0.5702,0.1406
NELFA,1.9894,1.7638
NELFB,0.4613,4.0205
NELFCD,0.944,3.4862
NELFE,2.8759,0.7541
NELL1,0.1659,-0.7572
NELL2,-0.2716,-0.0141
NEMF,0.9876,-0.1437
NENF,-0.2283,0.5019
NEO1,0.3547,-0.3757
NEPN,-0.0084,-0.3216
NES,0.6067,-1.1616
NET1,-0.2818,0.2151
NETO1,-0.0492,-0.3318
NETO2,-0.6881,0.3161
NEU1,0.998,-0.7812
NEU2,-0.1075,0.1176
NEU3,-0.5478,0.1193
NEU4,-0.0227,-0.2996
NEURL1A,0.5914,-0.5048
NEURL1B,-0.2618,-0.0954
NEURL2,0.6136,-0.0322
NEURL3,0.0914,-0.5305
NEURL4,0.4786,0.3099
NEUROD1,-2.3599,0.2481
NEUROD2,0.5784,-0.3179
NEUROD4,-0.4281,0.1771
NEUROD6,0.3339,-0.1688
NEUROG1,-0.1018,-0.6271
NEUROG2,1.639,-0.5854
NEUROG3,0.3509,-0.593
NEXN,0.4849,-0.3846
NF1,1.0606,0.8883
NF2,0.1126,2.9347
NFAM1,-0.4564,-0.2485
NFASC,0.0194,-0.689
NFAT5,-0.0689,0.5574
NFATC1,1.5185,-1.4562
NFATC2,1.3171,-1.2866
NFATC2IP,0.7614,-0.5595
NFATC3,-0.1006,0.3005
NFATC4,-0.157,-0.722
NFE2,0.384,-1.3215
NFE2L1,0.2415,-0.097
NFE2L2,-0.7926,0.4249
NFE2L3,0.6417,-0.0727
NFIA,-0.1515,-0.3138
NFIB,0.1713,-0.1401
NFIC,0.4096,-0.6725
NFIL3,-0.1118,-0.9398
NFIX,-0.0217,0.0277
NFKB1,-0.5354,0.0173
NFKB2,-0.3015,-0.0413
NFKBIA,0.4479,-0.1139
NFKBIB,0.1677,0.0257
NFKBID,0.2004,-0.1616
NFKBIE,-0.2086,-0.4585
NFKBIL1,0.4134,-0.0924
NFKBIZ,0.6134,-0.7776
NFRKB,-0.0982,0.3547
NFS1,-0.0041,4.6022
NFU1,0.5855,-0.4615
NFX1,0.1791,-1.1447
NFXL1,0.0676,-0.1048
NFYA,-0.2328,1.5619
NFYB,-0.0387,0.836
NFYC,-0.1882,1.6558
NGB,-0.0495,-0.0106
NGDN,-0.1063,4.4094
NGEF,0.9781,-0.6024
NGF,0.9474,-0.0337
NGFR,0.077,-0.3379
NGFRAP1,-1.0069,-0.3514
NGLY1,0.008,0.1169
NGP,-0.3247,0.02
NGRN,-0.889,1.2561
NHLH1,-0.7808,0.0737
NHLH2,-0.2549,-0.1757
NHLRC1,0.3375,-1.9888
NHLRC2,6.569,-6.5703
NHLRC3,2.1451,-0.8629
NHLRC4,-0.5721,0.4049
NHP2,0.1468,5.0653
NHP2L1,-0.1041,0.6482
NHS,0.1439,-2.5738
NHSL1,-0.0275,0.0777
NHSL2,0.5651,-1.0817
NIACR1,-0.0024,-0.3776
NICN1,-0.2965,-1.8215
NID1,-0.283,0.1969
NID2,-0.4602,-0.5015
NIF3L1,-0.3928,-0.3563
NIM1,-0.5697,-0.0231
NIN,0.1461,-1.1146
NINJ1,-0.0522,-0.282
NINJ2,0.2585,-0.9004
NINL,0.389,-0.8742
NIP7,0.7792,3.336
NIPA1,-0.3205,0.1092
NIPA2,0.3531,-0.192
NIPAL1,-0.0007,-0.2302
NIPAL2,0.1681,-0.1038
NIPAL3,-0.9001,0.0696
NIPAL4,-1.2744,0.4227
NIPBL,1.0205,0.8515
NIPSNAP1,-0.3877,-0.2046
NIPSNAP3A,-0.0171,0.0506
NIPSNAP3B,0.1747,-0.0292
NISCH,-0.5369,-0.0459
NIT1,0.2655,0.0393
NIT2,-0.1319,-0.3308
NKAIN1,0.1264,-0.4017
NKAIN3,-1.0079,-0.0812
NKAIN4,-0.0205,-0.3846
NKAP,1.1259,1.2755
NKAPL,-0.5978,-0.4967
NKD1,0.1698,-0.514
NKD2,0.6669,-1.7238
NKG7,-1.046,0.4936
NKIRAS1,-0.8801,-0.2371
NKIRAS2,0.1047,-0.3723
NKPD1,0.0056,0.0739
NKRF,-0.114,-0.3511
NKTR,-0.1205,-0.2314
NKX1-2,0.3384,-0.2447
NKX2-1,-0.1393,-0.0188
NKX2-2,0.1179,-0.4161
NKX2-3,0.8509,-0.8006
NKX2-4,2.5957,-2.5197
NKX2-5,-0.4544,-0.3422
NKX2-6,-0.0431,-0.5324
NKX2-9,0.0877,-1.0118
NKX3-1,0.7022,-0.9967
NKX3-2,0.2181,-0.4274
NKX6-1,-0.0121,-0.6008
NKX6-2,0.2827,-0.9741
NKX6-3,-0.4821,0.1685
NLE1,0.0377,2.7349
NLGN1,0.3081,-0.193
NLGN2,0.0266,-1.0336
NLGN3,-0.0688,-0.0955
NLK,-0.0025,0.0756
NLN,0.6605,-1.1986
NLRC3,0.1694,-0.3326
NLRC4,0.9475,-0.5208
NLRC5,-0.4999,-0.077
NLRP10,0.0434,-0.0686
NLRP12,-0.1518,-0.0291
NLRP14,0.4734,0.2292
NLRP1A,-0.4282,-0.2412
NLRP1B,-4.4545,0.1197
NLRP2,-0.2571,0.2904
NLRP3,0.7353,-0.3901
NLRP4A,-0.4203,0.2289
NLRP4B,0.5246,0.1034
NLRP4C,-0.119,0.8305
NLRP4E,-0.5326,0.3327
NLRP4F,0.7662,0.1306
NLRP5,-0.5192,0.3455
NLRP6,-0.3714,-0.2897
NLRP9A,-0.3413,0.3654
NLRP9B,-0.5613,0.1083
NLRP9C,-0.1097,0.2672
NLRX1,0.6755,-0.522
NMB,0.7971,-1.4211
NMBR,-0.5371,0.2488
NMD3,-0.2198,2.6047
NME1,0.7207,-0.1701
NME2,-1.8024,2.1187
NME3,-0.0112,-0.1087
NME4,-0.2099,0.1029
NME5,0.2558,-0.238
NME6,-0.7678,0.2164
NME7,0.033,-0.1202
NME8,0.3995,-0.0871
NMI,-0.5045,0.1286
NMNAT1,0.1452,-0.6346
NMNAT2,0.8684,-0.5597
NMNAT3,-0.1278,-0.4861
NMRAL1,-0.3247,-0.4852
NMRK1,0.0388,-0.581
NMRK2,0.7135,0.0251
NMS,-0.0069,-0.0186
NMT1,-0.4249,0.8107
NMT2,-0.4317,0.7013
NMU,-0.201,-0.1176
NMUR1,-0.1419,-0.0966
NMUR2,-0.5321,-2.7235
NNAT,0.5074,0.0475
NNMT,-0.2934,-0.1962
NOA1,-0.0359,2.2884
NOB1,-1.0209,3.2254
NOBOX,-0.3962,-0.0567
NOC2L,-0.4787,5.3403
NOC3L,-0.0219,1.7449
NOC4L,-0.0519,3.0706
NOD1,-0.0229,-0.5956
NOD2,1.192,-1.0422
NODAL,0.4504,-1.5513
NOG,0.2118,-1.6085
NOL10,-0.207,3.8895
NOL11,-0.2611,3.3442
NOL12,0.1357,2.6631
NOL3,0.1533,-0.1973
NOL4,-0.7456,0.2121
NOL6,-0.0332,5.5199
NOL7,-0.0483,2.4712
NOL8,-0.1611,1.2805
NOL9,0.2525,2.1023
NOLC1,0.7878,0.7635
NOM1,0.029,2.7243
NOMO1,-1.7627,0.1317
NONO,0.3729,-2.7305
